metadata	Lyrics
Drake□□□□□□□□□□□□□□ Colourway□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□ 60.47477604729952□□ 248353.8198931284□ False 0.2652721578313555□□□ 0.5185574282349653□□□□ 2□ -11.192 1 0.5102631011360993□□□□□ 0.09256933457232455□□□ 0.09189415943803445□□□□ 0.25214217427859964□□□□ 0.0397 158.433 4 soul□□□□□□□□□□□□□	have the same thing on about a weeklong black shoes black jeans white tee on caught thelastflight home you'reworking too long no rest no stressno phone call  pre you wouldn't believe me if i told youmyself seeifbelieving i canshow you myself buti already remember where i woke up yesterday 5 cigarettes in my ashtray i am using that's what happens when you   sleep all day play all night that's my life that's the life new york days la nights that's my life that's the life aall night up all night all night up all night new york days la nights that's my life all day all night   up till sunshine watching the sunrise pull it in sending chills up my spine can't find no time to rest my tired eyes can't see can't see a straight line  pre you wouldn't believe me if i told you myself see if believing i can show you myself but i already remember where i woke up yesterday 5 cigarettes in my ashtray i am using that's what happens when you   sleep all day play all night that's my life that's the life new york days la nights that's my life that's the life aall night up all night all night up all night new york days la nights that's my life all day all night  hey hey hey oh oh   sleep all day play all night oh all night that's my life that's the life that's my life new york days la nights oh oh that's my life that's the life that's the life aall night up all night all night all night all night up all night oh new york days la nights la nights yeah that's my life all day all night hey  aall night up all night oh yeah all right all night up all night all night up all night aall night up all night oh all night up all night up all night
Drake□□□□□□□□□□□□□□ You□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□ 52.068098163694124□ 271050.5907378201□ False 0.8447387161536339□□□ 1.032482712561967□□□□□ 8□ -5.901□ 0 -0.01938861019830762□□□ -0.04778167294817191□□ -0.03544733630758944□□□ 0.0757614330978892□□□□□ 0.27□□ 143.554 4 singer-songwriter	in hotel rooms far away from home i miss you more than you will know  shine a light just one side to think again that your mine it's high time i'm far away from home  tell me that there's no where left to land and i'll fall down  catch me with the strength of your own hands and i'll fall down  oh i need you without you i'll fall apart and last winter i need you to feed my heart  but all the night sky blue stars are bright shine through like you and i'm far away from home  tell me that there's no where left to land and i'll fall down  catch me with the strength of your own hands and i'll fall down  tell me that there's no where left to land and i'll fall down  catch me with the strength of your own hands and i'll fall down    read more ed sheeran  fall down lyrics  metrolyrics
Maroon 5□□□□□□□□□□□ As You Are□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□ 71.84872055250175□□ 235034.60621869678 False 0.5010723696658097□□□ 0.8137160664369798□□□□ 5□ -5.146□ 1 0.06196604927838201□□□□ 0.8390050184356989□□□□ 0.07205548558231054□□□□ 0.34492239797899393□□□□ 0.737□ 123.134 4 electronic□□□□□□□	look my bitches all bad my niggas all real i ride on his dick in some big tall heels big fat checks big large bills front i'll flip like ten cartwheels cold ass bitch i give broads chills ten different looks and my looks all kill i kiss him in the mouth i feel all grills he eat in the car that's meals on wheels woo   i was born to flex yes diamonds on my neck i like boardin' jets i like mornin' sex woo but nothing in this world that i like more than checks money all i really wanna see is the money i don't really need the d i need the money all a bad bitch need is the money flow i got bands in the coupe coupe bustin' out the roof i got bands in the coupe coupe touch me i'll shoot bow shake a lil ass money get a little bag and take it to the store store money get a little cash money shake it real fast and get a little more money i got bands in the coupe coupe bustin' out the roof i got bands in the coupe brrr bustin' out the roof cardi   i gotta fly i need a jet shit i need room for my legs i got a baby i need some money yeah i need cheese for my egg all y'all bitches in trouble bring brass knuckles to the scuffle i heard that cardi went pop yeah i did go pop pop that's me bustin' they bubble i'm dasani with the drip baby mommy with the clip walk out follie's with a bitch bring a thottie to the whip if she fine or she thick goddamn walkin' past the mirror ooh damn i'm fine fine let a bitch try me boom boom hammer time uh   i was born to flex yes diamonds on my neck i like boardin' jets i like mornin' sex woo but nothing in this world that i like more than checks money all i really wanna see is the money i don't really need the d i need the money all a bad bitch need is the money flow i got bands in the coupe coupe bustin' out the roof i got bands in the coupe coupe touch me i'll shoot bow shake a lil ass money get a little bag and take it to the store store money get a little cash money shake it real fast and get a little more money i got bands in the coupe coupe bustin' out the roof i got bands in the coupe brrr touch me i'll shoot bow   bitch i will pop on your pops your pops bitch i will pop on whoever brrr you know who pop the most shit who the people whose shit not together okay you'da bet cardi a freak freak all my pajamas is leather uh bitch i will black on your ass yeah wakanda forever sweet like a honey bun spit like a tommy gun rollie a one of one come get your mommy some cardi at the tiptop bitch kiss the ring and kick rocks sis mwah jump it down back it up ooh ayy make that nigga put down k i like my niggas dark like d'uss he gonna eat this ass like souffl   i was born to flex diamonds on my neck i like boardin' jets i like mornin' sex but nothing in this world that i like more than kulture kulture kulture kulture all i really wanna see is the money i don't really need the d i need the money all a bad bitch need is the kkc woo   money money money money money money money money
Ariana Grande□□□□□□ Move Your Body□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□ -0.3121452304311063 245206.92155951238 False 0.7289197359166855□□□ 0.07630213839311209□□□ 7□ -6.466□ 1 0.0503129616910698□□□□□ 0.36891397788585634□□□ 0.5883619999603438□□□□□ 0.12380547952771379□□□□ 0.392□ 91.024□ 4 bluegrass□□□□□□□□	there's a plane or a bus leaving dallas i hope you're on it if there's a train moving fast down the tracks i hope you caught it 'cause i swear out there ain't where you outta be so catch a ride or catch a cab don't you know that i miss you bad but don't you walk to me  baby run cut a path across the blue sky straight in a straight line you can't get here fast enough find a truck and fire it up lean on the gas and off the clutch leave dallas in the dust i need you in a rush so baby run so baby run  oh if you ain't got a suitcase get a box or an old brown paper sack pack it light or pack it heavy take a truck take a chevy baby just come back there's a shortcut to the highway out of town why don't you take it don't let that speed limit slow you down go on and break it baby break it  baby run cut a path across the blue sky straight in a straight line you can't get here fast enough find a truck and fire it up lean on the gas and off the clutch leave dallas in the dust i need you in a rush so baby run  run to me baby run run to me so baby run run oh baby run
Justin Bieber□□□□□□ Still Here□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□ 56.394937166403395□ 310253.207274638□□ False 1.0258752570305059□□□ 0.7459522362068791□□□□ 10 -7.78□□ 1 0.18574563695869212□□□□ 0.0005877603698811878□ -0.024961353001635975□□ 0.3794328235577976□□□□□ 0.729□ 87.615□ 4 electro□□□□□□□□□□	all along the western front people line up to receive she's got the current in her hand to shock you like you won't believe sun in the amazon with the voltage running through his skin standing there with nothing on she's gonna teach me how to swim oh oohooh   said oohooh girl shocked me like an electric eel baby girl turn me on with your electric feel said ooh girl shocked me like an electric eel baby girl and turn me on with your electric feel oh   all along the eastern shore put your circuits in the sea this is what the world is for making electricity 'cause you can feel it in your mind oh you can do it all the time plug it in and change the world 'cause you are my electric girlirlirl   i've said oohooh girl shocked me like an electric eel baby girl turn me on with your electric feel said ooh girl shocked me like an electric eel baby girl and turn me on with your electric feel yeah  interlude ohoh yeah hey hey ohohohoh yeah yeah yeah yeah   do what you feel now electric feel now do what you feel now electric feel now do what you feel now elecelectric feel now do what you feel now electric feel now do what you feel now electric feel now
Post Malone□□□□□□□□ Difficult□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□ 75.5023914398896□□□ 176943.24454440828 False 0.7134000281409103□□□ 0.0942427688502293□□□□ 2□ -3.954□ 0 0.17642816563007802□□□□ 0.0345253825120692□□□□ -0.07693924338287206□□□ 0.16360393818555308□□□□ 0.634□ 100.003 4 children□□□□□□□□□	drake yeah it's drake kc   keshia chant we was just walking just smiling and talking then add to my surprise got lost in your eyes this time they were different and i found what it meant after i leaned in i helplessly fell in   keshia chant help me i've fallen in love and now i can't get up somewhere between your lips is where i think my heart slipped i tried to catch myself not even i could have helped myself from falling i think that i'm in love   keshia chant in love and i can't see what's happening to me you blinded my thoughts from what pain and tears taught see my hearts been broken before it don't trust love anymore one kiss from you i just felt myself fall right through   keshia chant help me i've fallen in love and now i can't get up somewhere between your lips is where i think my heart slipped i tried to catch myself not even i could have helped myself from falling i think that i'm in love   keshia chant got me hypnotized with your magic spell i got butterflies can't control myself close my eyes at night and i dream of you it's true don't know what to do   keshia chant  drake don't stop now since i let you in you showed me how you showed me how to love again and there's no reason why i can't give you a try you know what it is 'cause it feels so right  4 drake look previously mischievous behavior was the leader of me you could say i was fresh to some considerable degree steppin' out the house tryin' to figure out where cameras from cheaters would be but ugh keshia keshia do you remember the old us we would never be together is what they told us from immature kids to entrepreneur kids we bought our own dreams instead of the ones they sold us keep it a hundred what they sayin' i'm a liar for airing laundry that's what i got a dryer for what are they even searching through attire for tellin' you these stories bout lonely women that i ignore callin' them out is red rover to me to them it's a dream its just a rare rover to me see i'm passionate and focused i don't know how they expect a scorpio born in october to be but ugh  alternate drake i'm going in check look previously mischievous behavior was the leader of me you could say i was fresh to some conceited degree steppin' out the house tryin' to figure out where cameras from cheaters would be but now i need a culprit i am talking lofts and beach condo adult shit i am talking all day shopping sprees at the mall with friends that i ball with here meet t's girl go and get some fall shit sweetie i am a tracks demise i will kill this song until it actually dies with a military jacket and some pack supplies i won't say i'm the best until the stats arrive and all these alist parties you fraternize where you can't wear hats inside its only slacks and ties but you dont ever act surprised you just hold it down for your boy until the plaques arrives thats why i love you   keshia chant i've fallen please help me
Lady Gaga□□□□□□□□□□ Only Love□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□ 38.39910429386677□□ 171349.7399334099□ False 0.8256902714942136□□□ 0.9340071372891069□□□□ 1□ -7.895□ 1 0.4538440756972079□□□□□ -0.07056472500319283□□ 0.007490996174436534□□□ 0.009647701321476534□□□ 0.613□ 126.014 4 club□□□□□□□□□□□□□	 Deep inside the heart of this troubled man There's itty bitty boy tuggin' hard at your hand Born bitter as a lemon, but you must understand That you've been bringin' me joy  And I only lie when you don't want the truth I'm only frightened cause you finally gave me somethin' to lose And it's as loud as a thunderclap and you hear it too But you've been bringin' me joy   La la la, ooh, lala lala la, la, lala, la, nah nah   Deep inside the heart of this crazy mess I'm only calm when I get lost within your wilderness Born crooked as a creek bed, I've come to confess That you've been bringin' me joy  Well I'm in love, I'm livin' for you When all the bluebirds dyin' but they're singin' the blues It's a heartfelt silly sort of bumblin' tune But how you're bringin' me joy   La la la, ooh, lala lala la, la, lala, la, nah nah Ooh
Adam Melchor□□□□□□□ Paradise□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□ 7.119919204389159□□ 174218.82434346067 False 0.8691980371387866□□□ 0.8554191125533352□□□□ 0□ -3.506□ 0 -0.00871910038781968□□□ -0.0827883039978893□□□ 0.03608790249071923□□□□ 0.09442655295041164□□□□ 0.502□ 174.966 3 electro□□□□□□□□□□	refrain you're not easy to love you're not easy to love no you're not easy to love you're not easy to love no   why is everything with you so complicated why do you make it hard to love you oh i hate it 'cause if you really wanna be alone i will throw my hands up 'cause baby i tried but everything with you is so complicated oh why   sometimes i get you sometimes i don't understand sometimes i love you sometimes it's you i can't stand sometimes i wanna hug you sometimes i wanna push you away most times i wanna kiss you other times punch you in the face 'cause every minute you start switching up and you say things like you don't give a fuck then i say i'm through with you take my heart from you and you come running after me and baby i'm back with you oh  refrain you're not easy to love you're not easy to love no you're not easy to love you're not easy to love no   why is everything with you so complicated why do you make it hard to love you oh i hate it 'cause if you really wanna be alone i will throw my hands up 'cause baby i tried but everything with you is so complicated oh why   sometimes i catch you sometimes you get away sometimes i read you other times i'm like where are you on the page sometimes i feel like we will be together forever but you're so complicated my heart knows better   why is everything with you so complicated why do you make it hard to love you oh i hate it 'cause if you really wanna be alone i will throw my hands up 'cause baby i tried but everything with you is so complicated oh why   i'ma stick around just a little while longer just to make sure that you're really sure you like sleeping alone i'ma stick around just a little while longer just to make sure that you're really sure you like sleeping alone   why is everything with you so complicated why do you make it hard to love you oh i hate it 'cause if you really wanna be alone i will throw my hands up 'cause baby i tried but everything with you is so complicated oh why  refrain you're not easy to love you're not easy to love no you're not easy to love you're not easy to love no
Ariana Grande□□□□□□ Rap God□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□ 69.485277923813□□□□ 209704.19761913945 False 0.9490836897681184□□□ 0.7822283082441872□□□□ 0□ -9.682□ 0 0.04767085232094936□□□□ 0.5795319103932361□□□□ 0.8757632271010962□□□□□ 0.13123666107782617□□□□ 0.653□ 119.81□ 4 ska□□□□□□□□□□□□□□	hook i take time to make that money some breakdowns get caked back money flip eight times get eight stacks money you can not get jack for free and my proceeds and cash right money there's no need to stash right money same four g's from last night money you cannot take that from me   hey yo i'm movin' on up excuse a moi pardon it's me there's a new chapter to life that i'm starting to see and i'ma make and spend money to the hardest degree and on the low i probably mimic every artist i see i need a house a wifey a nice watch and a lot of cake i can't lie there's certain figures i gotta make and for my family this a shot that i gotta take cause where i live there's nobody as hot as drake which basically means who's faith in his team will resort to new cars briefcases with cream tryna find a space in the jeans for placing the green and a watch get they attention the bracelet's clean i'm stayin' the music wifey kinda need to be a band lover i keep it flow an old school like your grandmother i'm a tan brother they use rubber bands to keep his money intact if you don't like it you should ban rubber  hook i take time to make that money some breakdowns get caked back money flip eight times get eight stacks money you can not get jack for free and my proceeds and cash right money there's no need to stash right money same four g's from last night money you cannot take that from me   these days i really can't break 0s hunnid and make money money every month the government will take money from me make 750 look how quicky i spent that don't call me broke cause i strictly  resent that last my p had to flip my the rent because the tax bracket i'm in's is 50 percent flat all because of ebay givin' me leway basically do the paypal i need a raise now seems every time a nigga stop and he eat i end up always tryna shop and compete they know a nigga 'bout it when it's in his size and cops it in more colors than popsicle pete till i'm piled to the top with receipts trust the store and i don't understand less is more wanna get 'em to the point where they owe me and they gon' see drake's on his job it's like  hook i take time to make that money some breakdowns get caked back money flip eight times get eight stacks money you can not get jack for free and my proceeds and cash right there's no need to stash right same four g's from last night you cannot take that from me
Eminem□□□□□□□□□□□□□ Emotional□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□ 60.964249025729316□ 366819.43190502486 False 0.49593976372587545□□ 0.7981622416157864□□□□ 2□ -9.315□ 0 0.08341029401361724□□□□ 0.8052650933372435□□□□ 0.7220834623935892□□□□□ 0.36796420879103164□□□□ 0.324□ 141.507 4 happy□□□□□□□□□□□□	random impulse they tell me you can only dream when you fell asleep but now i'm working to achieve but sleep is the only thing i never see and i vowed that my breathing will never cease to the retrieve then i can't let them be i won't let 'em leave and i had the same feeling since 7 but i wasn't ready then like when a lemon's green now i'm in the magazines almost every week cause i'm getting heat like in tenerife right now it's better than it's ever been never fade like a plant that's evergreen it's what i hoped in my heart but my self doubts are getting me faith in my crafts getting dark by the day and i'm getting weak cause i'm new i'm not where the stars be they chase dreams together like a slumber party and now i'm on my own even though i'm smooth sailing i'm scared to sing cause my nightmares'll fade in   ed sheeran when the darkness creeps in i feel my nightmares watching me and when my dreams are sleeping i feel my nightmares watching me i feel my nightmares watching me i feel my nightmares watching me watching me   sway you better wake up cause i am making moves and even when i'm dozing i'm breaking rules i'm only hitting the sack when i'm training too busy tryna keep up with the latest snooze made my bed and that's where i'm heading i fly straight but the best man i embed 'em married to the game was a quiet wedding and i had to fight to get her i am tekken taking control of my inception cause they're try to hit my misses with my erection see they better marry donna cause when i strike back not even argentina's gonna cry for them see i'm awake at night with the ammunish cause the haters know where the family lives anyone i catch playing knock down ginger is gonna lose a lot more than annie did they say sleep is the cousin of death but i ain't hearing that shh cousin i'm gang signs i'm in la reading la reid'n i'm a ceo mother suckers i'm next sway   ed sheeran when the darkness creeps in i feel my nightmares watching me and when my dreams are sleeping i feel my nightmares watching me i feel my nightmares watching me i feel my nightmares watching me watching me   wretch  they're watching me they watch me sleep let me go i fell asleep on myself woke up in reality and daydream about losing my sanity i've been rhyming forever got a blind flow so i can see an off note with my eyes closed but to achieve your dreams you can't doze off cause you dream a sleep i ain't nodding off but i'm nodding to the beat i be shocking in my sheets when i should have been asleep see all the dreams i'm fond of you placed me in the team insomnia now i'm mr hard worker in my nightmares i'm mr can't turn up and i missed my chance worst luck trying to hit women like mr ike turner yeah but i walked from that ish now they gotta put me to rest mattress   ed sheeran when the darkness creeps in i feel my nightmares watching me and when my dreams are sleeping i feel my nightmares watching me i feel my nightmares watching me i feel my nightmares watching me watching me
Dua Lipa□□□□□□□□□□□ Moon□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□ -9.111814823113601□ 282505.2565279982□ False 0.656826271596582□□□□ 0.7644040925083879□□□□ 9□ -16.34□ 1 -0.04591227861617203□□□ 0.9320783297246179□□□□ 0.1570667774465187□□□□□ -0.00853954525560599□□□ 0.0374 121.459 4 ambient□□□□□□□□□□	ed sheeran hmm let me go to see my family please father let me go as my mother sleeps   p money i don't know about james bond but round here nobody lives twice when you're gone you're gone without no bye cause only a judge can give you life this is my advice trust me i nearly lost my life  weeks after i got this ride pissed like i had way too much wine wished i didn't get one anyway i was going to the macbeth booked for a set even though i didn't have a set one skream hit the decks i was like check one put on a show but it weren't my best one left it dropped off blacks at his destination then i was off to the next one 0 minutes later i was on the m tired but i kept on going fell asleep without even knowing no motion in my face no movement in my legs but the car still kept going woke up lorry flash panic break skid crash skidded more bang smash out cold ribs cracked ouch i was in so much pain crawled out of a mgane that now looked like a mini when i was still on the first lane baffled didn't even know my name fainted too much shock in my brain surrounded by paramedics and feds trying to get up but fainted again  hook p money  ed sheeran see i just want you to take a sec and hear me out don't think i'm happy cos i smile when you see me out i've had serious madnesses where i've nearly disappeared and i'm begging lord to save me and let me go   ed sheeran to see my family and keep it inside dry eyes while my brother weeps save my soul please father let me go keep me safe as my mother sleeps   p money eyes closed they just wouldn't open i could hear voices and my phone ringing fighting for life can't tell if i'm winning one of the worst situations i've been in i could hear all of the angels singing but when they stopped humming my brain turned on started running still in pain but it started numbing the stone cold comeback i made was stunning i still tried to do a few shows 'cos i didn't wanna tell them that i weren't coming but i was left with a permanent problem nobody knows about the pain that i'm in sly ever so cunning 6 weeks later jogging and running i used the first aid kit like a drum set picked up the tools and i gave it a drumming trust me when it comes to mistakes you can't afford to let one in never done tunes for a while the pipeline was blocked so i learned and done a bit of plumbing they say tomorrow never dies but they forgot to tell you you can you can have a sicker clan than wutang but when your time's up that's it it's you fam you can try beg for another sometimes i'll be on my way to a show thinking i just wanna see my brother then do a uturn i'm gone one up  hook   ed sheeran to see my family and keep it inside dry eyes while my brother weeps save my soul
BTS ()□□□□□□□□□□□□□ Motion□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□ 73.84964367067684□□ 154899.73941558186 False 0.23808413402866274□□ 0.6732683616631842□□□□ 4□ -5.84□□ 0 0.12293998004815229□□□□ 0.07756158990596534□□□ -0.0285237511486019□□□□ 0.3438213656164328□□□□□ 0.356□ 129.026 4 punk-rock□□□□□□□□	we fall for each other at the wrong time only for a moment but i don't mind guess i don't know where to draw the line the line the line and we'll play the same game every night  pre up in the clouds yeah you know how to make me want you when we come down oh i know yeah i know it's over   you don't know how to love me when you're sober when the bottle's done you pull me closer and you're saying all the things that you're supposed to but you don't know how to love me when you're sober   why is it so different when we wake up same lips same kiss but not the same touch don't you know that you do it just enough but not enough but i know what's next and i want so much  pre up in the clouds yeah you know how to make me want you when we come down oh i know yeah i know it's over   you don't know how to love me when you're sober when the bottle's done you pull me closer and you're saying all the things that you're supposed to but you don't know how to love me when you're sober   i know i should leave i know i should should should but your love's too good your love's too good good good i know i should leave i know i should should should but your love's too good your love's too good good good yeah   you don't know how to love me when you're sober when the bottle's done you pull me closer and you're saying all the things that you're supposed to but you don't know how to love me when you're sober   you've got a hold on me you're like a wasted dream i gave you everything but you don't know how to love me when you're sober
Selena Gomez□□□□□□□ Intro□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□ 68.78496998452582□□ 403134.8016976467□ False 0.6510634617804842□□□ 0.6880470993071875□□□□ 3□ -4.809□ 0 0.37885989491620187□□□□ 0.017186525276591924□□ 0.03473541627210228□□□□ 0.05233755458793729□□□□ 0.641□ 92.491□ 4 acoustic□□□□□□□□□	eminem girl you give me writer's block i'm at a loss for words uhh my mind's as lost as yours i rack my brain but still no thoughts emerge never seen no ass as large as yours how much that cost that's what i call a roethlissplurge you drive me bonkers im about to get my swerve on for sure thought i was pimpin' 'til i felt like nas the first date 'cause i think i gave you power when i gave you flowers in a vase a box of chocolates throat lozengers cough drops and certs probably shoulda never let me call that job of yours to talk to your boss and ask him if you can take off from work shoulda been one of the first signs to cause alert man we jumped in too fast 'cause since then i just can't be apart from her 'cause nobody's body's awesomer i lust her and she loves me 'cause i'm popular but you know this ain't love   jamie n commons and eminem you know this ain't love oh no oh this ain't love you know this ain't love oh this ain't love oh no what is it then it's desperation she's looking for mr right hey wants me to be that guy to her it's desperation i can't even put up a fight hey 'cause i give in at the sight of her and i here i go again   eminem you were obviously oblivious to me i swore i was just invisible to you 'til i went to the lengths i did to meet you 'cause you played so hard to get with me from the beginning now i'm in disbelief i never knew that this could be such misery ah 'cause now you see nothing but me and i don't see nothing but you and i'm about to flip 'cause we are  super glued in we stuck to each other's hips and we can't do anything individually which is to cling on scared to be alone can't specifically describe it i just can't seem to give a reason that's definitive just need ya talkin' about i live and breathe ya and you pretend to be as mentally and physically addicted to me as wiz khalifa is to reefer don't wanna be without you don't wanna be with you neither bitch put me in a situation in which it's both i wish to seek 'cause this ain't love   jamie n commons and eminem you know this ain't love oh no oh this ain't love you know this ain't love oh this ain't love oh no what is it then it's desperation she's looking for mr right hey wants me to be that guy to her it's desperation i can't even put up a fight hey 'cause i give in at the sight of her and i here i go again   eminem just want you to myself don't wanna share you with no one else what the fuck you whisperin' for you get on my nerves you make me sick i think our relationship it seems to be on the fritz i mean it's time that we just split and leave the games behind your frame of mind ain't the same as mine i think you need to finish developing a little more mentally to get the picture that's a negative alicia i will never give the keys up to the crib ever again no visa not even a gift certificate from tiffany's you better have an epiphany slut guess what what the lease up i'm just mad the time it took to discover you were usin' me for loot like i used you for looks oh thought you was too good for me huh yeah toots used to be my carrie underwood i was your lumberjack but i can't stomach this i'm leavin' you i'm not comin' back she said the fuck with that where's my louisville slugger at she grabbed that fuckin' bat and swung it at my head i barely ducked and that's right when she came up with a kick to the nuts twice steel toe girl probably coulda put a 00yard field goal through the uprights   jamie n commons and eminem you know this ain't love oh no oh this ain't love you know this ain't love oh this ain't love oh no what is it then it's desperation she's looking for mr right hey wants me to be that guy to her lord it's desperation i can't even put up a fight hey 'cause i give in at the sight of her desperation and i here i go again
Eminem□□□□□□□□□□□□□ Let Me□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□ 53.88592259716415□□ 162497.71198926878 False 0.44579555683061367□□ 0.36081960587888573□□□ 7□ -4.386□ 1 0.15337548034805149□□□□ -0.034654799110144116□ -0.06460886222847825□□□ 0.6439136913360598□□□□□ 0.592□ 160.09□ 4 rock□□□□□□□□□□□□□	i'm run yeah oh yeah i'm run yeah like my mind   it's funny how i got just exactly what i want i'll try to have fun some other time i thought money was enough it's just a temporary rush i'll try to go find some other high  pre don't know why i wanna make it even harder i'm not the kind of man to take the easy road   so much to do and not enough time not enough time oh i got so much to lose i'm losing my mind i'm losing my mind oh my mind i'm run yeah i'm run yeah i'm run yeah like my mind   i'm sorry that i'm not there to give you what you want i'll think about us some other time and i'm sorry that i can't be the perfect type of man i'll think about us some other time  pre don't know why i wanna make it even harder i'm not the kind of man to take the easy road   i got so much to do and not enough time not enough time oh i got so much to lose i'm losing my mind i'm losing my mind oh my mind nothing to lose nothing to lose i'm losing my mind i'm losing my mind nothing to lose nothing to lose i'm losing my mind i'm losing my mind oh my mind i'm run yeah i'm run yeah i'm run yeah like my mind i'm run yeah i'm run yeah i'm run yeah like my mind i got so much to do and not enough time not enough time oh i got so much to lose i'm losing my mind i'm losing my mind oh my mind nothing to lose nothing to lose i'm losing my mind i'm losing my mind nothing to lose nothing to lose i'm losing my mind i'm losing my mind oh my
Maroon 5□□□□□□□□□□□ Break Free□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□ 55.4858231781185□□□ 234095.03879890975 True□ 0.6219063657845403□□□ 0.7008655781093154□□□□ 2□ -10.039 1 0.14016416933605458□□□□ 0.008557810953114801□□ 0.041295203021061266□□□ 0.36788512934599565□□□□ 0.265□ 129.948 4 drum-and-bass□□□□	tell 'em that it's my birthday tell 'em that it's my birthday tell 'em that it's my birthday when i party like that every night's my birthday they don't know so it's okay tell 'em that it's my birthday when i party like that  drop uh uhuhuh jazz it up uh uhuhuh jazz it up   happy as can be fallin' into you fallin' into me so yummy how do you do come and meet the queen cake and cream  pre blow your dreams blow your dreams blow your dreams away with me blow your dreams blow your dreams blow your dreams away with me so yummy   tell 'em that it's my birthday tell 'em that it's my birthday tell 'em that it's my birthday when i party like that every night's my birthday they don't know so it's okay tell 'em that it's my birthday when i party like that  drop uh uhuhuh jazz it up uh uhuhuh jazz it up   feeling fine and free crashing into you crashing into me so yummy it's all i wanna do come and dance with me pretty please  pre blow your dreams blow your dreams blow your dreams away with me blow your dreams blow your dreams blow your dreams away with me   tell 'em that it's my birthday tell 'em that it's my birthday tell 'em that it's my birthday when i party like that every night's my birthday they don't know so it's okay tell 'em that it's my birthday when i party like that  breakdown blow your dreams blow your dreams blow your dreams away with me blow your dreams blow your dreams blow your dreams away with me blow your dreams blow your dreams blow your dreams away with me blow your dreams blow your dreams blow your dreams away with me party on baby   tell 'em that it's my birthday tell 'em that it's my birthday tell 'em that it's my birthday when i party like that every night's my birthday they don't know so it's okay tell 'em that it's my birthday when i party like that
Billie Eilish□□□□□□ New York□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□ 74.50768832727535□□ 215471.0367431821□ False 0.7105884661884091□□□ 0.6794107738397202□□□□ 10 -7.208□ 1 -0.05673166037338673□□□ -0.07981479451506138□□ 0.8385318066729834□□□□□ -0.007710175425951642□□ 0.778□ 120.017 4 singer-songwriter	pimp c drake  amber rose check onetwo onetwo bitch you expensive you know that i'm high maintenance a little bit but not in a not in a negative way i just like extremely expensive things   pimp c foot off in their ass is what ken told me niggas like to play games 'cause they feel like they know me they know me you don't know me nigga i done changed i done changed so don't be trying to be putting on shit off in the game game this ain't no motherfucking 9 we out here rapping for money you niggas rapping for fun i don't fuck with nobody in this shit but bun in this shit but bun  pre drake you would think it's all mine the way i took it yeah you would think it broke down the way i push it yeah you hate it when i coat things all in sugar you want to hear the real talk well girl who wouldn't yeah   drake working working working working ain't ya you don't have no time to lay up you just tryna be somebody 'fore you say you need somebody get all your affairs in order i won't have affairs i'm yours girl faithful faithful faithful faithful   drake you hit me like i know youre there with someone else yeah that pussy knows me better than i know myself on my way from the studio so get undressed let's do the things that we say on text yeah i want to get straight to the climax straight straight to the yeah have you coming all summer like a season pass yeah i want to turn you out like pitch black want to watch you do work while i sit back yeah 'cause you talk like you got what i need yeah you talk like you got the juice and the squeeze yeah talk like you bet it all on me yeah and you can't take no ls off me i know you been   drake working working working working ain't ya you don't have no time to lay up you just tryna somebody 'fore you say you need somebody get all your affairs in order i won't have affairs i'm yours girl faithful faithful faithful faithful   dvsn how far we go always seems to get better with time hey won't ya outsmart me no told me that your brain works better than mine tell me i should know ya i'll get to know you again you want me to show ya i'm gonna show you again now we're in the zone yeah gon' let me all in again ooh and now you're coming over over and over and over and over and over again over and over again over and over again now you're coming over over and over again over and over again you tell me i should know ya but i'll get to know you again and you want me to show ya uh i'm gonna show you again when were in the zone you gon' let me own it again and now you're coming over over and over and over and over and over again now you're coming over you're coming over
